school_id,name,minutes,half_width_m,pop_reachable,pop_straightline,pop_reach_ratio
genova_0085,Scuola dell'Infanzia paritaria San Filippo Neri,5,40.0,2570.0696239852905,6899.869133272171,0.3724809230934601
genova_0086,Scuola dell’Infanzia paritaria Don Daste,5,40.0,1786.4328029865028,4978.6910310494895,0.3588157593723846
genova_0087,Scuola Primaria Evasio Montanella,5,40.0,1121.942821996212,4460.808036849797,0.2515111192250548
genova_0088,Scuola dell'Infanzia Branega,5,40.0,1121.942821996212,4643.24376755029,0.24162910201635465
genova_0089,Scuola dell'Infanzia Nuova Cantina,5,40.0,730.2625100040436,3025.11697517924,0.2413997594128654
genova_0090,Asilo Nido La Gabbianella,5,40.0,128.20013988222928,560.4616207596287,0.22874026540563405
genova_0091,Nido d'infanzia Oleandro,5,40.0,3303.9109026718143,7072.046957583427,0.4671788694967583
genova_0092,Asilo Nido l’Arca di Noè,5,40.0,1262.7592140865327,6135.096838665009,0.2058254738748847
genova_0093,Asilo Tollot - Scuola Materna,5,40.0,1745.2188405013083,5816.5910428935285,0.3000415239152054
genova_0094,,5,40.0,1874.3213064575195,5722.208194987029,0.32755209922273165
genova_0095,Fabbrica dei sogni,5,40.0,1451.8436687144685,3051.0405542587314,0.47585197341541163
genova_0096,Asilo nido Aquilone,5,40.0,260.00147108316423,1276.6940102495357,0.20365214295345974
genova_0097,Scuola Materna Doria,5,40.0,622.0076033174992,1557.001846440006,0.39949060095187644
genova_0098,Gabbiano,5,40.0,1094.5305392575262,3798.236671894889,0.2881680721363474
genova_0099,Scuola Infanzia Fantasia,5,40.0,513.2645903092623,1915.454666186655,0.2679596648095488
genova_0100,Scuola dell'Infanzia San Pietro,5,40.0,2248.31692691803,7872.136826100349,0.2856044015220436
genova_0101,Asilo nido Nuvola,5,40.0,437.1691588783264,2995.2288009265812,0.14595518003268634
genova_0102,Locali parrocchiali e asilo statale,5,40.0,4220.510744094849,11156.475564222337,0.37830143756417034
genova_0103,Istituto Comprensivo Maddalena-Bertani,5,40.0,1887.3046978759764,5719.653016757966,0.3299683901010039
genova_0104,"Scuola Primaria ""Giano Grillo""",5,40.0,1461.7124489212035,5767.197449569702,0.2534528185835329
genova_0105,Scuola dell'infanzia Birulò,5,40.0,4647.072101745605,10970.468933858872,0.423598310132673
genova_0106,Istituto Eugenia Ravasco - Scuola Materna,5,40.0,1484.6136462593079,4674.5513138386605,0.31759489768873
